id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
7968,Kelvington Golf Course,709 Hwy 38 S,Kelvington,SK,S0A 1W0,,CANADA,,306,,,,CST,U,52.1669,,-103.4998,,(306) 327-4213,N,Y,9,Semi-private,0,,May 1 to Oct 30,Open,No tank tops or cutoffs,$10.00 - $16.00,,,,,,,,,,
7972,Lanigan Golf & Country Club,Downing Dr,Lanigan,SK,S0K 2M0,,CANADA,,306,,,,CST,U,51.8491,51.8508045,-105.0247,-105.0270431,(306) 365-3080,N,Y,9,Semi-private,1967,,May 1 to Oct 30,Open,No dress code,$10.00 - $15.00,,,,https://www.golfpass.com/travel-advisor/xgo/28480,,,,,,
7973,Lloydminster Golf & Country Club,4706 54 St,Lloydminster,SK,S9V 0N6,,CANADA,,306,,,,MST,U,53.2813,53.2870483,-109.9815,-110.003492,(306) 825-5494,N,Y,18,Semi-private,1984,,May 1 to Oct 31,Open,No tank tops or cutoffs,$15.00 - $27.00,,,,https://www.golfpass.com/travel-advisor/xgo/28483,,,,,,
7974,Loon Lake Golf Club,Makwa Lake Provincial Park,Loon Lake,SK,S0M 1L0,,CANADA,,306,,,,CST,U,54.0264,54.0471273,-109.1567,-109.2012887,(306) 837-4653,Y,Y,9,Semi-private,1992,,May 1 to Oct 30,Open,No dress code,$12.00 - $20.00,,,,https://www.golfpass.com/travel-advisor/xgo/8240,,,,,,
7976,Maple Creek Golf Club,Claustre Ave,Maple Creek,SK,S0N 1N0,,CANADA,,306,,,,CST,U,49.9166,49.9011911,-109.4502,-109.4785301,(306) 662-2886,N,Y,9,Semi-private,0,,Apr 1 to Oct 30,Open,Shirt and shoes required,$10.70 - $21.40,$17 wknd,2 days,,https://www.golfpass.com/travel-advisor/xgo/28489,,,,,,
7980,Melfort Golf & Country Club,700 Melfort St W,Melfort,SK,S0E 1A0,,CANADA,,306,,,,CST,U,52.8663,52.8563621,-104.6006,-104.6280838,(306) 752-3279,Y,Y,18,Semi-private,0,,May 1 to Oct 30,Open,Shirt and shoes required,$12.00 - $23.00,,,,https://www.golfpass.com/travel-advisor/xgo/28493,,,,,,
7983,Moonsomin Golf Club,Hwy 8,Moosomin,SK,S0G 3N0,,CANADA,,306,,,,CST,U,50.1454,50.2131072,-101.6749,-101.7051494,(306) 435-3511,N,Y,9,Semi-private,1941,,May 1 to Oct 30,Open,Shirt and shoes required,$10.00 - $18.00,,,,,,,,,,
7984,Lynbrook Golf Course,1525 4 Ave NW,Moose Jaw,SK,S6H 2V8,,CANADA,,306,,,,CST,U,50.3912,50.4066634,-105.5422,-105.5455052,(306) 692-2838,N,Y,18,Semi-private,1920,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$13.00 - $19.00,,,,https://www.golfpass.com/travel-advisor/xgo/35061,,,,,,
7986,"Evergreen Golf Club, The",300 Evergreen Dr,Nipawin,SK,S0E 1E0,,CANADA,,306,,,,CST,U,53.3666,53.367122,-103.9993,-104.0007494,(306) 862-4811,Y,Y,18,Semi-private,1948,,Apr 15 to Oct 15,Open,Shirt and shoes required,$15 - $28,,,,https://www.golfpass.com/travel-advisor/xgo/28502,,,,,,
7989,Marean Lake Golf Course,Marean Lake,Archerwill,SK,S0E 0B0,,CANADA,,306,,,,CST,U,52.4333,52.4385938,-103.8497,-103.9244546,(306) 278-2712,Y,Y,9,Semi-private,1967,,May 1 to Oct 15,Open,No dress code,$6.00 - $6.00,,,,https://www.golfpass.com/travel-advisor/xgo/29286,,,,,,
7998,Royal Regina Golf Club,11th Ave,Regina,SK,,,CANADA,,,,,,,U,,50.450441,,-104.617481,(306) 757-3558,Y,Y,18,Semi-private,1899,William Brinkworth,May 1 to Oct 15,Open,No tank tops or cutoffs,$30.00 - $30.00,,,,https://www.golfpass.com/travel-advisor/xgo/28523,,,,,,
8002,Wascana Country Club,Wascana Pkwy,Regina,SK,S4P 3C2,,CANADA,,306,,,,CST,U,50.4444,50.4159507,-104.6197,-104.5951988,(306) 584-1377,Y,Y,18,Private,1911,,Apr 10 to Oct 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$47.00 - $47.00,,,,https://www.golfpass.com/travel-advisor/xgo/28528,,,,,,
8008,Riverside Country Club,3180 Grasswood Rd,Corman Park No. 344,SK,S7T 1A1,,CANADA,,306,,,,CST,U,52.0876,52.056443,-106.6366,-106.6581561,(306) 373-8687,Y,Y,18,Private,1912,William Kinnear,May 1 to Oct 30,Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $50.00,$36 wknd,4 days,,https://www.golfpass.com/travel-advisor/xgo/22596,,,,,,
8009,Saskatoon Golf & Country Club (East (Private) Course at Saskatoon Golf & Country Club),2702 Lorne Ave,Saskatoon,SK,S7J 0S5,,CANADA,,306,,,,CST,U,52.1036,52.0969803,-106.6182,-106.6704228,(306) 931-4653,Y,Y,36,Private,1907,William Kinnear,Apr 1 to Oct 31,Closed,Shirt and shoes required,$35.00 - $35.00,,,,,,,,,,
8011,Heather/Highlands Course at Moonlake Golf & Country Club,Rural Route3 Stn Main,Saskatoon,SK,S7M 2J5,,CANADA,,306,,,,CST,U,52.117,52.1152156,-106.6881,-106.6871835,(306) 382-5500,Y,Y,27,Semi-private,1990,Les Furber & Jim Eremko,Mar 15 to Nov 1,Open,"No denim, collared shirt and bermuda shorts required",$17.00 - $32.00,,,,,,,,,,
8013,"Willows Golf & Country Club, The (Bridges/Xena Course at Willows Golf & Country Club, The)",382 Cartwright St,Saskatoon,SK,S7T 1B1,,CANADA,,306,,,,CST,U,52.0876,52.0856045,-106.6366,-106.6764613,(306) 956-1100,Y,Y,36,Semi-private,1991,Bill Newis,Jan 4 to Jan 11,Open,No tank tops or cutoffs,$20.50 - $37.38,,,,,,,,,,
8019,Elmwood Golf Club,"Swift Current United Way, 1 &amp; 4 Hwy",Swift Current,SK,S9H 0K9,,CANADA,,306,,,,CST,U,50.2833,50.284863,-107.8005,-107.799492,(306) 773-2722,N,Y,18,Semi-private,1924,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$13 - $25,,,"Elmwood Golf Club sprawls across some of the most beautiful countryside in Fife, offering scenic views of Tarvit Hill and the Lomond Hills. Visitors are always welcome at this pay-and-play facility, which is owned and managed by Elmwood College. The golf course put into effect a successful environmental strategy that has resulted in a sizeable increase in wildlife and wildflowers. More than 9,000 trees were planted prior to construction of the course and there is minimal, if any, use of pesticides. The sound environmental and maintenance systems in combination with the dry, free-draining site ensure that the golf course is playable year-round. The layout has a nice variety of holes including lengthy par 5s, tricky par 3s, and par 4s that offer birdie opportunities. Elmwood Golf Club also offers an expansive driving range with both indoor and outdoor bays.",https://www.golfpass.com/travel-advisor/xgo/16643,,,,,,
8022,Warman Golf Club,307 Haichert St,Warman,SK,S0K 4S1,,CANADA,,,,,,,U,,52.3112584,,-106.580802,(306) 931-8814,N,Y,9,Semi-private,1984,,May 1 to Oct 15,Open,Shirt and shoes required,$10.00 - $20.00,,,,,,,,,,
8023,Elkridge Golf & Conference,Mcphee Lake,Waskesiu,SK,S0J 2Y0,,CANADA,,306,,,,CST,U,53.9222,,-106.1048,,(306) 663-4653,N,Y,18,Resort,1993,,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$31 ,,,,,,,,,,
8028,Deer Park Golf Course,Broadway St W,Yorkton,SK,F3N 2X3,,CANADA,,,,,,,U,,51.2102114,,-102.4783748,(306) 786-1711,N,Y,18,Semi-private,0,,Apr 15 to Oct 31,Open,Shirt and shoes required,$14.98 - $21.40,$18 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/28582,,,,,,
8031,Club de Golf Revermont,146 Chemin du Golf,Amqui,QC,G5J 2B4,,CANADA,,418,,,,EST,U,48.4616,48.4473297,-67.4386,-67.3952854,(418) 629-2180,Y,Y,18,Semi-private,1967,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$16 - $32,,,,,,,,,,
8032,Arundel Golf & Country Club,60 Chemin du Golf,Arundel,QC,J0T 1A0,,CANADA,,819,,,,EST,U,45.9661,45.9800031,-74.6163,-74.6210555,(819) 687-8383,Y,Y,18,Semi-private,1930,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$26 - $30,,,,,,,,,,
8034,Rivermead Club de Golf,150 Chemin Rivermead,Aylmer,QC,J9H 3S2,,CANADA,,819,,,,EST,U,45.391,45.4028563,-75.8345,-75.7932021,(819) 778-2000,Y,Y,18,Private,1910,Ken Skodacek,Apr 15 to Oct 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$60.00 - $60.00,,,,https://www.golfpass.com/travel-advisor/xgo/28064,,,,,,
8035,Royal Ottawa Golf Club (Main Course at Royal Ottawa Golf Club),1405 Chemin d'Aylmer,Aylmer,QC,,,CANADA,,,,,,,U,,45.416889,,-75.7687998,(819) 777-3866,N,Y,27,Private,1931,Tom Bendelow,May 1 to Oct 30,Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $60.00,,,,https://www.golfpass.com/travel-advisor/xgo/28067,,,,,,
8036,Chateau Cartier Resort,1170 Chemin d'Aylmer,Aylmer,QC,,,CANADA,,,,,,,U,,45.4104009,,-75.7774049,(819) 777-8870,Y,Y,18,Resort,0,,Apr 20 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$45 ,,,,,,,,,,
8037,Club de Golf Champlain,1145 Chemin d'Aylmer,Aylmer,QC,J9H 7L1,,CANADA,,819,,,,EST,U,45.391,45.4108292,-75.8345,-75.7800643,(819) 777-0449,N,Y,18,Semi-private,1963,Howard Watson,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$27 - $29,,,,https://www.golfpass.com/travel-advisor/xgo/28274,,,,,,
8038,Club de Golf Gatineau,255 CH Edey,Aylmer,QC,J9J 2N5,,CANADA,,819,,,,EST,U,45.4252,45.401455,-75.8441,-75.8281929,(819) 684-8601,N,Y,18,Semi-private,1923,,Apr 15 to Nov 1,Open,Shirt and shoes required,$30 - $33,,,,https://www.golfpass.com/travel-advisor/xgo/28136,,,,,,
8039,Club de Golf Kingsway Parc,1461 Chemin de La Montagne,Aylmer,QC,J9H 5E1,,CANADA,,819,,,,EST,U,45.391,45.4541533,-75.8345,-75.795465,(819) 827-1855,N,Y,18,Semi-private,1972,Howard Watson,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$25 - $29,,,,,,,,,,
8040,Club de Golf Baie Comeau,1700 Rue de Bretagne,Baie-Comeau,QC,G5C 3T1,,CANADA,,418,,,,EST,U,49.1916,49.2034996,-68.2745,-68.2634809,(418) 295-1819,Y,Y,18,Semi-private,1994,Graham Cooke,May 1 to Oct 15,Open,"No denim, collared shirt and bermuda shorts required",$22 - $36,,,,https://www.golfpass.com/travel-advisor/xgo/28069,,,,,,
8043,Club de Golf St. Georges,"CP Dionne, 1950 6 Ave",Saint-Georges,QC,G5Y 3W8,,CANADA,,418,,,,EST,U,46.1268,46.1146344,-70.6594,-70.6760952,(418) 228-3250,Y,Y,18,Semi-private,1961,,Apr 15 to Nov 1,Open,"No denim, collared shirt and bermuda shorts required",$34.50 - $40,,,"Club de Golf St. Georges sprawls across a verdant, rolling landscape divided by the Famine River. The layout features three holes located on the other side of the river that are reached by a suspension bridge. There is plenty of water on the golf course with seven lakes of various sizes situated throughout in addition to the river. The course presents a formidable challenge with elevated greens and undulating fairways that are all heavily guarded by sand bunkers. For a warm-up to the game, Club de Golf St. Georges also offers a driving range that features several targets at different distances up to 300 yards, two practice greens, and two practice bunkers. Unlimited balls for the practice area are included in the greens fee.",https://www.golfpass.com/travel-advisor/xgo/28319,,,,,,
8044,Club de Golf Beauceville,827 Route du Golf,Beauceville,QC,G5X 2T6,,CANADA,,418,,,,EST,U,46.1994,46.2799129,-70.779,-70.7495688,(418) 774-4141,Y,Y,18,Semi-private,0,Graham Cooke,Apr 25 to Oct 25,Open,"No denim, collared shirt and bermuda shorts required",$25 - $28,,,,https://www.golfpass.com/travel-advisor/xgo/28072,,,,,,
8046,Club de Golf Courville,2700 de Sault,Beauport,QC,J1C 2L2,,CANADA,,,,,,,U,,,,,(418) 661-4361,Y,Y,18,Semi-private,1936,,May 1 to Oct 31,Open,No dress code,$20 - $31,,,,,,,,,,
8047,Le Grand Vallon Golf Course at Mont-Sainte-Anne,"2000, boul Beaupre, CP 400",Beaupre,QC,G0A 1E0,,CANADA,,418,,,,EST,U,47.0507,,-70.9006,,(418) 827-4561,Y,Y,18,Resort,1998,Howard Watson,May 1 to Oct 31 (closed on Mondays),Open,"No denim, collared shirt required",$65.00 - $75.00,,,,,,,,,,
8048,Beaupre Course at Les Ter de Golf Mont Ste Anne,CP 653,Beaupre,QC,G0A 1E0,,CANADA,,418,,,,EST,U,47.0507,,-70.9006,,(418) 827-3778,N,Y,36,Semi-private,1972,,Apr 1 to Oct 31,Open,No tank tops or cutoffs,$36.00 - $36.00,,,,,,,,,,
8050,Club de Golf de Beloeil,425 Deschenes Beloeil,Beloeil,QC,J3G 4S8,,CANADA,,450,,,,EST,U,45.5582,,-73.199,,(450) 467-0243,Y,Y,18,Private,0,,Apr 22 to Oct 31,Closed,"No denim, collared shirt and bermuda shorts required",$42 ,,,,https://www.golfpass.com/travel-advisor/xgo/28078,,,,,,
8051,Saint Laurent/Villanueve Course at Club de Golf Berthier,1480 Grande Cote,Berthierville,QC,G0K 1A0,,CANADA,,418,,,,EST,U,48.0728,,-68.5528,,(450) 836-4811,N,Y,27,Semi-private,1959,Howard Watson,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$34.50 - $37,,,,,,,,,,
8052,Le Heritage Course at Le Blainvillier Country Club,200 Rue du Blainvillier,Blainville,QC,J7C 4X6,,CANADA,,450,,,,EST,U,45.6844,45.7146995,-73.8865,-73.8731772,(450) 433-1444,Y,Y,36,Private,1991,Graham Cooke,May 1 to Oct 31,Closed,"No denim, collared shirt and bermuda shorts required",$55.00 - $55.00,,,,,,,,,,
8053,Quebec Course at Club de Golf Royal Quebec,65 Rue Berard,Boischatel,QC,G0A 1H0,,CANADA,,418,,,,EST,U,46.8994,46.896612,-71.1342,-71.135413,(418) 822-0331,Y,Y,36,Private,1965,Howard Watson,May 1 to Oct 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$60 ,,,,https://www.golfpass.com/travel-advisor/xgo/28087,,,,,,
8056,Club de Golf Boucherville,300 Boul de Mortange,Boucherville,QC,G4B 1B5,,CANADA,,,,,,,U,,,,,(450) 655-9063,N,Y,18,Private,1959,,May 1 to Oct 30,Closed,"No denim, collared shirt and bermuda shorts required",$40 ,,,,https://www.golfpass.com/travel-advisor/xgo/28090,,,,,,
8059,Club de Golf Le Royal Bromont,400 Chemin Compton,Bromont,QC,J2L 1E9,,CANADA,,450,,,,EST,U,45.3285,45.3291113,-72.6456,-72.6675093,(450) 534-4653,Y,Y,18,Semi-private,1993,Graham Cooke,Apr 15 to Nov 15,Open,"No denim, collared shirt and bermuda shorts required",$50 - $55,,,,,,,,,,
8061,Club de Golf Buckingham,105 Belanger,Buckingham,QC,J8L 2X2,,CANADA,,819,,,,EST,U,45.5775,,-75.4086,,(819) 986-8035,N,Y,18,Semi-private,1933,Pierre Charette,Apr 15 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$26 - $29,,,,https://www.golfpass.com/travel-advisor/xgo/28097,,,,,,
8062,Club De Golf Pen- Y -Bryn,307 Rue du Golf,Bury,QC,J0B 1J0,,CANADA,,819,,,,EST,U,45.4666,45.4728584,-71.4992,-71.5116585,(819) 872-3488,N,Y,9,Semi-private,0,,May 1 to Oct 15,Open,No dress code,$14 - $16,,,,https://www.golfpass.com/travel-advisor/xgo/28098,,,,,,
8063,Club de Golf Candiac,45 Chemin d'Auteuil,Candiac,QC,J5R 2C8,,CANADA,,450,,,,EST,U,45.3987,45.3898525,-73.503,-73.5016313,(450) 659-9163,N,Y,18,Semi-private,1955,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$33 - $40,,,,https://www.golfpass.com/travel-advisor/xgo/28100,,,,,,
8064,Club de Golf St. Anicet,915 Chemin du Mont des Cascades,Cantley,QC,J8V 3B2,,CANADA,,819,,,,EST,U,45.5688,45.6085443,-75.7833,-75.8814757,(819) 459-2980,N,Y,18,Semi-private,1976,,Apr 15 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$28 ,,,,https://www.golfpass.com/travel-advisor/xgo/28296,,,,,,
8065,Club de Golf de Cap Rouge,4600 St Felix,Cap Rouge,QC,G1Y 3B3,,CANADA,,418,,,,EST,U,46.7503,46.7386935,-71.3446,-71.362325,(418) 653-9381,Y,Y,18,Semi-private,1959,Howard Watson,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$57.50 ,,,,https://www.golfpass.com/travel-advisor/xgo/28102,,,,,,
8066,Chambly Course at Club de Golf Chambly,2466 Rue Martel,Carignan,QC,J3L 4V1,,CANADA,,450,,,,EST,U,45.4344,45.4634313,-73.3035,-73.2932397,(450) 658-6812,N,Y,36,Semi-private,1960,Howard Watson,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$18 - $25,,,Editor's Note: Course closed for business in 2010. The land was partially converted into a residential area.,https://www.golfpass.com/travel-advisor/xgo/28105,,,,,,
8067,Club de Golf de Grand Pabos,200 Commercial W CP 1358,Chandler,QC,G0C 1K0,,CANADA,,418,,,,EST,U,48.3505,48.6454999,-64.6834,-64.7649005,(418) 689-3255,N,Y,9,Semi-private,0,,May 1 to Oct 1,Open,"No denim, collared shirt and bermuda shorts required",$20 - $22,,,,,,,,,,
8068,Golf des Plaines,70 Rue du Monarque,Charlesbourg,QC,G2N 2J9,,CANADA,,418,,,,EST,U,46.909,46.905647,-71.3882,-71.3522555,(418) 847-4937,N,Y,9,Semi-private,1973,,Apr 20 to Oct 31,Open,No dress code,$9.50 - $16.50,,,,,,,,,,
8069,Club De Golf Charlesbourg,2180 Chemin de la Grande Ligne,Charlesbourg,QC,G3G 3C5,,CANADA,,418,,,,EST,U,46.899,46.9252204,-71.379,-71.3669749,(418) 841-3000,N,Y,18,Semi-private,1993,,Apr 15 to Nov 15,Open,"No denim, collared shirt and bermuda shorts required",$16 - $35,,,,https://www.golfpass.com/travel-advisor/xgo/28107,,,,,,
8071,Club De Golf L'Oasis,424 Route du Nord,Brownsburg-Chatham,QC,J8G 1J9,,CANADA,,450,,,,EST,U,45.6835,45.6912092,-74.4159,-74.4003002,(450) 562-1094,Y,Y,18,Semi-private,1986,Graham Cooke,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$15 - $34,,,,,,,,,,
8072,Club de Golf Larrimac,Rural Route 1,Saint-Mathieu-du-Parc,QC,G0X 1N0,,CANADA,,819,,,,EST,U,47.6003,46.700759,-72.734,-72.9679573,(819) 827-1506,Y,Y,9,Semi-private,1924,Larry McCoory,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$18 - $30,,,,,,,,,,
8074,Club de Golf Chibougamau,130 Rue Des Forces Armees,Chibougamau,QC,G8P 2K5,,CANADA,,418,,,,EST,U,49.916,,-74.3662,,(418) 748-4709,Y,Y,9,Semi-private,0,,May 15 to Oct 15,Open,No dress code,$22 - $30,,,,https://www.golfpass.com/travel-advisor/xgo/28112,,,,,,
8075,Club de Golf Chicoutimi,2743 Talbot Blvd,Chicoutimi,QC,G7H 5C8,,CANADA,,418,,,,EST,U,48.4253,48.3933297,-71.0227,-71.0712512,(418) 549-2018,Y,N,18,Semi-private,1955,Howard Watson,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$18 - $34,,,,https://www.golfpass.com/travel-advisor/xgo/28113,,,,,,
8076,Club de Golf Ste Marguerite,19 Town St,Clark City,QC,G0G 1H0,,CANADA,,418,,,,EST,U,50.1994,50.189859,-66.634,-66.632482,(418) 583-2844,N,Y,18,Semi-private,0,,May 15 to Oct 15,Open,No dress code,$26 - $35,,,,https://www.golfpass.com/travel-advisor/xgo/28115,,,,,,
8077,Club de Golf de Coaticook,Rue Merrill,Coaticook,QC,J1A 2S8,,CANADA,,819,,,,EST,U,45.1333,45.1206474,-71.7995,-71.8095871,(819) 849-4988,Y,N,18,Semi-private,1961,,Apr 10 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$15 - $28,,,,https://www.golfpass.com/travel-advisor/xgo/28116,,,,,,
8080,Club de Golf Le Castor,BFC Bal Cartier,Courcellette,QC,G0A 4Z0,,CANADA,,418,,,,EST,U,46.8864,47.714588,-71.5167,-70.050081,(418) 844-3272,Y,Y,18,Military,1967,,May 1 to Oct 15,Open,"No denim, collared shirt and bermuda shorts required",$28 - $32,,,"Between lake and mountains, halfway between Annecy and Albertville, Golf des Alpes has 2 courses: the Belvédère (18 holes) offers an exceptional panorama where you can admire Lake Annecy and Mont-Blanc; the Castors course (9 approved holes) is specially reserved for beginners.Formerly known as Giez Lac d'Annecy Golf Club - The Castors Course.",https://www.golfpass.com/travel-advisor/xgo/24655,,,,,,
8081,Club de Golf Cowansville,225 Golf Ave,Cowansville,QC,J2K 3H1,,CANADA,,450,,,,EST,U,45.1995,45.2056503,-72.7496,-72.7470205,(450) 263-3131,Y,Y,18,Semi-private,1963,Howard Watson,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$32.20 - $38,,,,https://www.golfpass.com/travel-advisor/xgo/28119,,,,,,
8082,Club de Golf Crabtree,1039 Chemin Archambault,Crabtree,QC,J0K 1B0,,CANADA,,450,,,,EST,U,45.9672,45.9816333,-73.466,-73.5100054,(450) 754-2662,N,Y,18,Semi-private,1975,,Apr 20 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$16 - $23,,,,https://www.golfpass.com/travel-advisor/xgo/28120,,,,,,
8083,Club de Golf Dolbeau,42 Avenue Jean Dolbeau,Dolbeau-Mistassini,QC,G8L 1A4,,CANADA,,418,,,,EST,U,48.8824,48.8773846,-72.2334,-72.2140469,(418) 276-5343,N,N,9,Semi-private,1956,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$16 - $26,,,,https://www.golfpass.com/travel-advisor/xgo/28121,,,,,,
8084,Club de Golf Donnacona,359 Notre Dame CP 1192,Donnaconna,QC,G0A 1T0,,CANADA,,,,,,,U,,,,,(418) 285-1771,Y,Y,9,Semi-private,1929,,Apr 1 to Oct 1,Open,"No denim, collared shirt and bermuda shorts required",$17.25 - $23,,,,https://www.golfpass.com/travel-advisor/xgo/28122,,,,,,
8086,Club de Golf & Curling de Drummondville,400 Ch du Golf CP 324,Drummondville,QC,J2B 6W3,,CANADA,,819,,,,EST,U,45.841,45.8792163,-72.4766,-72.481546,(819) 472-7093,Y,Y,18,Semi-private,1924,,Apr 1 to Nov 15,Open,"No denim, collared shirt and bermuda shorts required",$40 ,,,,,,,,,,
8088,Club de Golf Heriot,CP 174,Drummondville,QC,J2B 6V4,,CANADA,,819,,,,EST,U,45.841,,-72.4766,,(819) 398-7032,N,Y,18,Semi-private,1963,,Apr 15 to Oct 1,Open,No tank tops or cutoffs,$32 ,,,,https://www.golfpass.com/travel-advisor/xgo/28344,,,,,,
8089,Drummondville Golf Club,400 Chemin du Golf Ouest,Drummondville,QC,J2B 8A8,,CANADA,,819,,,,EST,U,45.841,45.9143181,-72.4766,-72.499252,(819) 478-0494,Y,Y,18,Semi-private,1924,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$40 ,,,,https://www.golfpass.com/travel-advisor/xgo/28126,,,,,,
